Gene_name,Ensemble_id,Protein_ensembl_id,Locus
RAB25,ENSCAFG00845010319,ENSCAFP00845014166.1,7:41619536:41625449:-1
LAMTOR2,ENSCAFG00845010372,ENSCAFP00845014332.1,7:41627382:41630065:-1
UBQLN4,ENSCAFG00845010456,ENSCAFP00845014387.1,7:41630862:41645198:1
SSR2,ENSCAFG00845010530,ENSCAFP00845014510.1,7:41662313:41668174:1
ARHGEF2,ENSCAFG00845010726,ENSCAFP00845015238.1,7:41679445:41718514:1
KHDC4,ENSCAFG00845011090,ENSCAFP00845015382.1,7:41742744:41760723:1
RIT1,ENSCAFG00845011170,ENSCAFP00845015552.1,7:41762236:41770224:1
SYT11,ENSCAFG00845011235,ENSCAFP00845015618.1,7:41777013:41795668:-1
MSTO1,ENSCAFG00845011422,ENSCAFP00845015877.1,7:41869577:41873356:-1
DAP3,ENSCAFG00845011528,ENSCAFP00845016259.1,7:41878694:41915353:-1
ASH1L,ENSCAFG00845011740,ENSCAFP00845016386.1,7:41916184:42095973:1
RUSC1,ENSCAFG00845011825,ENSCAFP00845016552.1,7:42101999:42109075:-1
FDPS,ENSCAFG00845011910,ENSCAFP00845016719.1,7:42110190:42119346:-1
PKLR,ENSCAFG00845012059,ENSCAFP00845017074.1,7:42133017:42141000:1
HCN3,ENSCAFG00845012249,ENSCAFP00845017112.1,7:42141809:42151845:-1
CLK2,ENSCAFG00845012282,ENSCAFP00845017205.1,7:42154825:42163523:1
SCAMP3,ENSCAFG00845012373,ENSCAFP00845017473.1,7:42163964:42168205:1
ENTREP3,ENSCAFG00845012555,ENSCAFP00845017719.1,7:42168797:42174377:1
GBA1,ENSCAFG00845012760,ENSCAFP00845017853.1,7:42186928:42191486:1
MTX1,ENSCAFG00845012843,ENSCAFP00845017909.1,7:42191964:42196510:-1
THBS3,ENSCAFG00845012937,ENSCAFP00845018156.1,7:42197784:42207358:1
MUC1,ENSCAFG00845013058,ENSCAFP00845018229.1,7:42209578:42213894:1
TRIM46,ENSCAFG00845013129,ENSCAFP00845018475.1,7:42214716:42223845:-1
KRTCAP2,ENSCAFG00845013256,ENSCAFP00845018581.1,7:42224409:42226805:1
SLC50A1,ENSCAFG00845013320,ENSCAFP00845018761.1,7:42239286:42241310:-1
EFNA1,ENSCAFG00845013438,ENSCAFP00845018823.1,7:42242184:42248036:-1
EFNA3,ENSCAFG00845013487,ENSCAFP00845018902.1,7:42278285:42286780:-1
EFNA4,ENSCAFG00845013531,ENSCAFP00845018941.1,7:42297099:42300693:-1
ADAM15,ENSCAFG00845013659,ENSCAFP00845019339.1,7:42301841:42312494:-1
DCST1,ENSCAFG00845013829,ENSCAFP00845019527.1,7:42312820:42325942:-1
ZBTB7B,ENSCAFG00845013962,ENSCAFP00845019630.1,7:42336977:42339012:-1
LENEP,ENSCAFG00845013977,ENSCAFP00845019650.1,7:42358294:42358480:-1
FLAD1,ENSCAFG00845014003,ENSCAFP00845019721.1,7:42358974:42364447:-1
CKS1B,ENSCAFG00845014039,ENSCAFP00845019747.1,7:42367062:42370026:-1
SHC1,ENSCAFG00845014088,ENSCAFP00845019833.1,7:42370280:42379765:1
PYGO2,ENSCAFG00845014125,ENSCAFP00845019868.1,7:42379910:42383891:1
PBXIP1,ENSCAFG00845014145,ENSCAFP00845019945.1,7:42384550:42394199:1
PMVK,ENSCAFG00845014186,ENSCAFP00845019975.1,7:42403372:42414566:1
KCNN3,ENSCAFG00845014229,ENSCAFP00845020050.1,7:42442640:42568405:1
ADAR,ENSCAFG00845014266,ENSCAFP00845020098.1,7:42616309:42655189:1
CHRNB2,ENSCAFG00845014294,ENSCAFP00845020128.1,7:42656516:42667042:-1
UBE2Q1,ENSCAFG00845014318,ENSCAFP00845020178.1,7:42675589:42684206:1
SHE,ENSCAFG00845014347,ENSCAFP00845020227.1,7:42722521:42738815:1
IL6R,ENSCAFG00845014397,ENSCAFP00845020351.1,7:42747373:42790122:-1
ATP8B2,ENSCAFG00845014509,ENSCAFP00845020602.1,7:42811307:42828208:-1
AQP10,ENSCAFG00845014670,ENSCAFP00845020685.1,7:42830138:42833937:-1
HAX1,ENSCAFG00845014707,ENSCAFP00845020748.1,7:42839625:42842623:-1
C7H1orf43,ENSCAFG00845014887,ENSCAFP00845021218.1,7:42885630:42906153:1
TPM3,ENSCAFG00845015257,ENSCAFP00845021616.1,7:42885879:42937862:1
NUP210L,ENSCAFG00845015658,ENSCAFP00845022452.1,7:42938906:43019575:1
RPS27,ENSCAFG00845016218,ENSCAFP00845022696.1,7:43019841:43179275:-1
RAB13,ENSCAFG00845016274,ENSCAFP00845022768.1,7:43023376:43027095:1
JTB,ENSCAFG00845016331,ENSCAFP00845022822.1,7:43029637:43032130:1
CREB3L4,ENSCAFG00845016392,ENSCAFP00845022889.1,7:43032194:43036019:-1
SLC39A1,ENSCAFG00845016459,ENSCAFP00845022959.1,7:43041739:43045301:1
CRTC2,ENSCAFG00845016688,ENSCAFP00845023370.1,7:43045871:43054649:1
DENND4B,ENSCAFG00845016924,ENSCAFP00845023618.1,7:43056139:43068669:1
GATAD2B,ENSCAFG00845001378,ENSCAFP00845001911.1,7:43071516:43166099:1
NPR1,ENSCAFG00845001483,ENSCAFP00845002159.1,7:43153679:43345719:-1
SLC27A3,ENSCAFG00845001620,ENSCAFP00845002242.1,7:43191320:43195280:-1
INTS3,ENSCAFG00845001651,ENSCAFP00845002315.1,7:43195713:43311631:-1
ILF2,ENSCAFG00845001704,ENSCAFP00845002393.1,7:43352875:43360069:1
SNAPIN,ENSCAFG00845001748,ENSCAFP00845002457.1,7:43358153:43362026:-1
CHTOP,ENSCAFG00845001816,ENSCAFP00845002597.1,7:43368613:43377583:-1
S100A1,ENSCAFG00845001897,ENSCAFP00845002633.1,7:43378532:43383154:-1
S100A13,ENSCAFG00845001940,ENSCAFP00845002721.1,7:43382947:43397211:1
S100A14,ENSCAFG00845001986,ENSCAFP00845002760.1,7:43394001:43396126:1
S100A16,ENSCAFG00845002007,ENSCAFP00845002778.1,7:43397191:43401828:1
S100A2,ENSCAFG00845002036,ENSCAFP00845002829.1,7:43421900:43431834:1
S100A4,ENSCAFG00845002094,ENSCAFP00845002913.1,7:43440732:43445796:1
S100A5,ENSCAFG00845002122,ENSCAFP00845003056.1,7:43447480:43450593:1
S100A8,ENSCAFG00845002217,ENSCAFP00845003121.1,7:43451729:43491276:1
S100A12,ENSCAFG00845002254,ENSCAFP00845003148.1,7:43503821:43505151:1
S100A9,ENSCAFG00845002276,ENSCAFP00845003194.1,7:43516662:43519740:-1
SMAD2,ENSCAFG00845002338,ENSCAFP00845003349.1,7:43649268:43723505:1
SKOR2,ENSCAFG00845002418,ENSCAFP00845003432.1,7:44204549:44243129:1
IER3IP1,ENSCAFG00845002460,ENSCAFP00845003459.1,7:44262410:44279683:1
HDHD2,ENSCAFG00845002479,ENSCAFP00845003495.1,7:44281565:44317858:1
KATNAL2,ENSCAFG00845002494,ENSCAFP00845003526.1,7:44323758:44390306:-1
PIAS2,ENSCAFG00845002646,ENSCAFP00845003820.1,7:44407124:44536625:1
ST8SIA5,ENSCAFG00845002742,ENSCAFP00845003935.1,7:44545564:44598988:1
LOXHD1,ENSCAFG00845002851,ENSCAFP00845004281.1,7:44714361:44780514:1
ARK2C,ENSCAFG00845003098,ENSCAFP00845004356.1,7:44793299:44893783:-1
ARK2N,ENSCAFG00845003164,ENSCAFP00845004479.1,7:44922709:45024598:-1
HAUS1,ENSCAFG00845003245,ENSCAFP00845004560.1,7:45044038:45068309:-1
ATP5F1A,ENSCAFG00845003277,ENSCAFP00845004604.1,7:45071074:45079951:1
PSTPIP2,ENSCAFG00845003305,ENSCAFP00845004656.1,7:45092824:45157558:1
EPG5,ENSCAFG00845003404,ENSCAFP00845004827.1,7:45167975:45268815:1
SIGLEC15,ENSCAFG00845003447,ENSCAFP00845004868.1,7:45276953:45289866:-1
SLC14A1,ENSCAFG00845003486,ENSCAFP00845004950.1,7:45332490:45361129:-1
SETBP1,ENSCAFG00845003603,ENSCAFP00845005111.1,7:45971826:46310849:-1
SYT4,ENSCAFG00845003717,ENSCAFP00845005294.1,7:47511231:47521424:1
RIT2,ENSCAFG00845003778,ENSCAFP00845005420.1,7:47553797:48020921:1
PIK3C3,ENSCAFG00845003885,ENSCAFP00845005737.1,7:48614670:48754703:-1
CELF4,ENSCAFG00845004209,ENSCAFP00845006060.1,7:52673272:52971138:1
KIAA1328,ENSCAFG00845004276,ENSCAFP00845006096.1,7:52986763:53359936:-1
TPGS2,ENSCAFG00845004346,ENSCAFP00845006254.1,7:53359214:53428237:1
MOCOS,ENSCAFG00845004472,ENSCAFP00845006399.1,7:53438078:53901271:-1
MOCOS,ENSCAFG00845004591,ENSCAFP00845006484.1,7:53913165:53972004:-1
ELP2,ENSCAFG00845004675,ENSCAFP00845006663.1,7:53980686:54029900:-1
SLC39A6,ENSCAFG00845004735,ENSCAFP00845006688.1,7:54029545:54051203:1
RPRD1A,ENSCAFG00845004749,ENSCAFP00845006722.1,7:54075543:54158021:1
C7H18orf21,ENSCAFG00845004768,ENSCAFP00845006751.1,7:54173871:54181590:-1
GALNT1,ENSCAFG00845004806,ENSCAFP00845006801.1,7:54362518:54426510:-1
INO80C,ENSCAFG00845004846,ENSCAFP00845006847.1,7:54540844:54557893:1
ZNF396,ENSCAFG00845006844,ENSCAFP00845009495.1,7:54637082:54644679:1
ZNF24,ENSCAFG00845006889,ENSCAFP00845009579.1,7:54662722:54670299:1
ZSCAN30,ENSCAFG00845006958,ENSCAFP00845009656.1,7:54706747:54719259:1
ZNF397,ENSCAFG00845006986,ENSCAFP00845009698.1,7:54720558:54729473:-1
MAPRE2,ENSCAFG00845007083,ENSCAFP00845009867.1,7:54815236:54971448:-1
DTNA,ENSCAFG00845007608,ENSCAFP00845011258.1,7:55038314:55388963:-1
NOL4,ENSCAFG00845008522,ENSCAFP00845011967.1,7:55586329:55976997:1
ASXL3,ENSCAFG00845008873,ENSCAFP00845012307.1,7:56064709:56251111:-1
CCDC178,ENSCAFG00845009041,ENSCAFP00845012698.1,7:56375479:56806074:1
KLHL14,ENSCAFG00845009519,ENSCAFP00845013153.1,7:56950638:57064991:1
GAREM1,ENSCAFG00845009634,ENSCAFP00845013252.1,7:57195978:57400589:1
MEP1B,ENSCAFG00845009736,ENSCAFP00845013448.1,7:57436463:57459701:-1
RNF138,ENSCAFG00845009916,ENSCAFP00845013652.1,7:57485271:57537434:-1
RNF125,ENSCAFG00845010018,ENSCAFP00845013728.1,7:57552618:57589286:-1
TRAPPC8,ENSCAFG00845010099,ENSCAFP00845013996.1,7:57645960:57734073:1
B4GALT6,ENSCAFG00845010375,ENSCAFP00845014486.1,7:57834633:57902832:1
TTR,ENSCAFG00845010593,ENSCAFP00845014609.1,7:57925493:58154308:-1
DSG3,ENSCAFG00845010678,ENSCAFP00845014701.1,7:57967083:58015390:-1
DSG3,ENSCAFG00845010787,ENSCAFP00845015157.1,7:58031693:58063580:-1
DSG4,ENSCAFG00845011015,ENSCAFP00845015292.1,7:58087373:58128806:-1
DSG1,ENSCAFG00845011100,ENSCAFP00845015394.1,7:58147899:58178837:-1
DSC1,ENSCAFG00845011207,ENSCAFP00845016026.1,7:58308187:58387461:1
DSC3,ENSCAFG00845011726,ENSCAFP00845016618.1,7:58397071:58443256:1
NACA,ENSCAFG00845012021,ENSCAFP00845016798.1,7:59852422:59853246:-1
CDH2,ENSCAFG00845012116,ENSCAFP00845017038.1,7:60754773:60968438:1
CHST9,ENSCAFG00845012262,ENSCAFP00845017172.1,7:61622649:61857419:1
AQP4,ENSCAFG00845012372,ENSCAFP00845017358.1,7:61906450:61926075:1
KCTD1,ENSCAFG00845012599,ENSCAFP00845017621.1,7:62169267:62263633:1
TAF4B,ENSCAFG00845012684,ENSCAFP00845017833.1,7:62320096:62452478:-1
PSMA8,ENSCAFG00845012864,ENSCAFP00845017959.1,7:62482888:62603858:-1
SS18,ENSCAFG00845012949,ENSCAFP00845018169.1,7:62525186:62621339:1
ZNF521,ENSCAFG00845013072,ENSCAFP00845018292.1,7:63195841:63473243:1
HRH4,ENSCAFG00845013170,ENSCAFP00845018399.1,7:63976988:63991087:-1
IMPACT,ENSCAFG00845013207,ENSCAFP00845018500.1,7:64005894:64035299:-1
OSBPL1A,ENSCAFG00845013281,ENSCAFP00845018675.1,7:64054356:64281762:1
CABYR,ENSCAFG00845013397,ENSCAFP00845018776.1,7:64282145:64297849:-1
TTC39C,ENSCAFG00845013441,ENSCAFP00845018828.1,7:64301963:64412954:-1
LAMA3,ENSCAFG00845013821,ENSCAFP00845020817.1,7:64463778:64714403:-1
ANKRD29,ENSCAFG00845014901,ENSCAFP00845021030.1,7:64740585:64794040:1
NPC1,ENSCAFG00845014993,ENSCAFP00845021127.1,7:64809031:64862075:1
RMC1,ENSCAFG00845015104,ENSCAFP00845021269.1,7:64861785:64884460:-1
RIOK3,ENSCAFG00845015169,ENSCAFP00845021331.1,7:64900020:64924902:-1
TMEM241,ENSCAFG00845015272,ENSCAFP00845021551.1,7:64933497:65044141:1
CABLES1,ENSCAFG00845015409,ENSCAFP00845021673.1,7:65072697:65188006:-1
RBBP8,ENSCAFG00845015508,ENSCAFP00845021788.1,7:65279667:65364585:-1
GATA6,ENSCAFG00845015620,ENSCAFP00845021913.1,7:65995806:66026277:-1
MIB1,ENSCAFG00845015716,ENSCAFP00845022116.1,7:66242079:66375797:-1
ABHD3,ENSCAFG00845015891,ENSCAFP00845022247.1,7:66397118:66447792:1
SNRPD1,ENSCAFG00845015945,ENSCAFP00845022356.1,7:66458043:66492690:-1
ESCO1,ENSCAFG00845016045,ENSCAFP00845022571.1,7:66494016:66566913:1
GREB1L,ENSCAFG00845016277,ENSCAFP00845023017.1,7:66566631:66703721:-1
PLP2,ENSCAFG00845001401,ENSCAFP00845001898.1,7:66895000:66921838:1
ROCK1,ENSCAFG00845001454,ENSCAFP00845002058.1,7:66927170:67066030:1
USP14,ENSCAFG00845001582,ENSCAFP00845002211.1,7:67100584:67145570:1
THOC1,ENSCAFG00845001637,ENSCAFP00845002307.1,7:67147408:67364861:-1
COLEC12,ENSCAFG00845001676,ENSCAFP00845002337.1,7:67258954:67438386:-1
CETN1,ENSCAFG00845001709,ENSCAFP00845002376.1,7:67497110:67497629:1
CLUL1,ENSCAFG00845001733,ENSCAFP00845002559.1,7:67511375:67549293:1
TYMS,ENSCAFG00845001914,ENSCAFP00845002735.1,7:67553911:67563695:1
ENOSF1,ENSCAFG00845002065,ENSCAFP00845003005.1,7:67564383:67593945:-1
YES1,ENSCAFG00845002202,ENSCAFP00845003123.1,7:67598791:67664338:-1
ADCYAP1,ENSCAFG00845002272,ENSCAFP00845003223.1,7:67749207:67822788:1
METTL4,ENSCAFG00845002376,ENSCAFP00845003365.1,7:69291647:69329591:-1
NDC80,ENSCAFG00845002475,ENSCAFP00845003490.1,7:69329989:69378835:1
SMCHD1,ENSCAFG00845002514,ENSCAFP00845003717.1,7:69420903:69565345:1
EMILIN2,ENSCAFG00845002641,ENSCAFP00845003737.1,7:69584912:69643162:1
LPIN2,ENSCAFG00845002673,ENSCAFP00845003804.1,7:69645596:69726438:-1
MYOM1,ENSCAFG00845002811,ENSCAFP00845004159.1,7:69764751:69899495:-1
MYL12B,ENSCAFG00845003004,ENSCAFP00845004222.1,7:69939040:69957106:1
TGIF1,ENSCAFG00845003025,ENSCAFP00845004256.1,7:70099562:70107547:1
DLGAP1,ENSCAFG00845003202,ENSCAFP00845004750.1,7:70138395:70467546:-1
AKAIN1,ENSCAFG00845003415,ENSCAFP00845004821.1,7:71610336:71660842:-1
ZBTB14,ENSCAFG00845003431,ENSCAFP00845004837.1,7:71738165:71745276:-1
EPB41L3,ENSCAFG00845003573,ENSCAFP00845005344.1,7:71833000:72059542:-1
TMEM200C,ENSCAFG00845003836,ENSCAFP00845005471.1,7:72298076:72300083:-1
L3MBTL4,ENSCAFG00845003867,ENSCAFP00845005578.1,7:72363587:72832900:-1
ARHGAP28,ENSCAFG00845003916,ENSCAFP00845005621.1,7:73107065:73310284:1
LAMA1,ENSCAFG00845004002,ENSCAFP00845005800.1,7:73362097:73517567:-1
LRRC30,ENSCAFG00845004098,ENSCAFP00845005829.1,7:73606694:73607600:1
PTPRM,ENSCAFG00845004181,ENSCAFP00845006066.1,7:73863784:74660558:1
RAB12,ENSCAFG00845004291,ENSCAFP00845006123.1,7:74816717:74843152:1
MTCL1,ENSCAFG00845004330,ENSCAFP00845006266.1,7:74890595:75019104:1
NDUFV2,ENSCAFG00845004461,ENSCAFP00845006293.1,7:75201791:75237756:1
ANKRD12,ENSCAFG00845004481,ENSCAFP00845006321.1,7:75238682:75361675:1
TWSG1,ENSCAFG00845004527,ENSCAFP00845006446.1,7:75385018:75452636:1
RALBP1,ENSCAFG00845004603,ENSCAFP00845006467.1,7:75516475:75571183:1
PPP4R1,ENSCAFG00845004616,ENSCAFP00845006512.1,7:75583160:75644272:-1
RAB31,ENSCAFG00845004662,ENSCAFP00845006571.1,7:75739098:75868181:1
VAPA,ENSCAFG00845004692,ENSCAFP00845006598.1,7:75905321:75949488:1
APCDD1,ENSCAFG00845004706,ENSCAFP00845006631.1,7:76392561:76423223:1
NAPG,ENSCAFG00845004720,ENSCAFP00845006657.1,7:76459154:76480569:1
PIEZO2,ENSCAFG00845004756,ENSCAFP00845006775.1,7:76533864:76974780:-1
GNAL,ENSCAFG00845004832,ENSCAFP00845006893.1,7:77435222:77581670:1
MPPE1,ENSCAFG00845004915,ENSCAFP00845006941.1,7:77579118:77602017:-1
IMPA2,ENSCAFG00845004939,ENSCAFP00845007012.1,7:77655832:77706173:1
CIDEA,ENSCAFG00845004999,ENSCAFP00845007054.1,7:77743897:77761770:1
TUBB6,ENSCAFG00845005010,ENSCAFP00845007084.1,7:77786580:77807852:1
AFG3L2,ENSCAFG00845005029,ENSCAFP00845007117.1,7:77807619:77846169:-1
PRELID3A,ENSCAFG00845005066,ENSCAFP00845007171.1,7:77882457:77931968:1
SPIRE1,ENSCAFG00845005132,ENSCAFP00845007335.1,7:77913595:78123521:-1
CEP76,ENSCAFG00845005269,ENSCAFP00845007378.1,7:78123421:78152959:-1
PSMG2,ENSCAFG00845005310,ENSCAFP00845007399.1,7:78153508:78172751:1
PTPN2,ENSCAFG00845005353,ENSCAFP00845007458.1,7:78220583:78314821:-1
CEP192,ENSCAFG00845005406,ENSCAFP00845007562.1,7:78413095:78605702:1
CXXC1,ENSCAFG00845005472,ENSCAFP00845007639.1,7:78655062:78660424:1
MBD1,ENSCAFG00845005631,ENSCAFP00845007953.1,7:78661467:78674941:1
CFAP53,ENSCAFG00845015787,ENSCAFP00845022117.1,7:78676052:78714335:1
MYO5B,ENSCAFG00845015859,ENSCAFP00845022225.1,7:78734613:79067103:1
ACAA2,ENSCAFG00845016064,ENSCAFP00845022552.1,7:79086416:79125474:1
LIPG,ENSCAFG00845016243,ENSCAFP00845022779.1,7:79269932:79289565:-1
C7H18orf32,ENSCAFG00845016548,ENSCAFP00845023065.1,7:79336035:79341036:1
DYM,ENSCAFG00845016757,ENSCAFP00845023486.1,7:79353399:79697033:1
SMAD7,ENSCAFG00845017036,ENSCAFP00845023690.1,7:79776386:79805516:1
CTIF,ENSCAFG00845017217,ENSCAFP00845024255.1,7:79847085:80129149:-1
ZBTB7C,ENSCAFG00845017703,ENSCAFP00845024598.1,7:80368252:80567202:1
SKA1,ENSCAFG00845017807,ENSCAFP00845024816.1,7:80638966:80648939:1
MAPK4,ENSCAFG00845017990,ENSCAFP00845024979.1,7:80833685:80911359:1
NLRP3,ENSCAFG00845018347,ENSCAFP00845025523.1,8:301632:360913:1
OR2H10,ENSCAFG00845018512,ENSCAFP00845025607.1,8:380632:381571:-1
OR2B11,ENSCAFG00845018534,ENSCAFP00845025648.1,8:426361:427309:-1
OR2W11,ENSCAFG00845018548,ENSCAFP00845025672.1,8:463123:464068:1
GCSAML,ENSCAFG00845018609,ENSCAFP00845025857.1,8:467064:596819:1
OR2C3,ENSCAFG00845018731,ENSCAFP00845025894.1,8:516957:517920:-1
OR6AA6,ENSCAFG00845018796,ENSCAFP00845025983.1,8:659046:660006:1
OR6AA7,ENSCAFG00845018813,ENSCAFP00845026010.1,8:695022:695982:1
OR4L1,ENSCAFG00845018901,ENSCAFP00845026100.1,8:845815:846754:-1
CATSPERB,ENSCAFG00845019041,ENSCAFP00845026643.1,8:959289:1101809:-1
TC2N,ENSCAFG00845019517,ENSCAFP00845027106.1,8:1140397:1183615:-1
FBLN5,ENSCAFG00845019694,ENSCAFP00845027309.1,8:1211329:1280859:-1
TRIP11,ENSCAFG00845019876,ENSCAFP00845027583.1,8:1294501:1363357:-1
ATXN3,ENSCAFG00845020186,ENSCAFP00845028343.1,8:1367737:1403671:-1
NDUFB1,ENSCAFG00845020605,ENSCAFP00845028420.1,8:1405637:1413086:-1
CPSF2,ENSCAFG00845020659,ENSCAFP00845028580.1,8:1413269:1446270:1
SLC24A4,ENSCAFG00845020809,ENSCAFP00845028957.1,8:1567137:1740126:1
LGMN,ENSCAFG00845021275,ENSCAFP00845030225.1,8:1782671:1889344:-1
RIN3,ENSCAFG00845021966,ENSCAFP00845030406.1,8:1787514:1859111:1
GOLGA5,ENSCAFG00845022111,ENSCAFP00845030616.1,8:1930451:1963631:1
TRAV21,ENSCAFG00845001499,ENSCAFP00845002049.1,8:2608363:2608654:1
TRAV24,ENSCAFG00845001524,ENSCAFP00845002081.1,8:2650309:2652739:1
TRAV29DV5,ENSCAFG00845001559,ENSCAFP00845002120.1,8:2691819:2692471:1
TRAV34,ENSCAFG00845001585,ENSCAFP00845002163.1,8:2733722:2734004:1
TRAV40,ENSCAFG00845001678,ENSCAFP00845002336.1,8:2816784:2817891:1
TRDC,ENSCAFG00845001699,ENSCAFP00845002372.1,8:2858349:2975161:1
TRDV3,ENSCAFG00845001727,ENSCAFP00845002414.1,8:2976528:2977145:-1
DAD1,ENSCAFG00845001882,ENSCAFP00845002614.1,8:3070734:3092373:-1
ABHD4,ENSCAFG00845001920,ENSCAFP00845002686.1,8:3104607:3119469:1
OR6E1,ENSCAFG00845001980,ENSCAFP00845002742.1,8:3177410:3178340:1
OXA1L,ENSCAFG00845002006,ENSCAFP00845002789.1,8:3215605:3239862:1
MRPL52,ENSCAFG00845002067,ENSCAFP00845002912.1,8:3284884:3289333:1
MMP14,ENSCAFG00845002121,ENSCAFP00845002944.1,8:3291309:3301917:1
LRP10,ENSCAFG00845002154,ENSCAFP00845003035.1,8:3315968:3330486:1
RBM23,ENSCAFG00845002223,ENSCAFP00845003166.1,8:3341595:3354844:-1
PRMT5,ENSCAFG00845002461,ENSCAFP00845003695.1,8:3356164:3365310:-1
AJUBA,ENSCAFG00845002700,ENSCAFP00845004019.1,8:3380277:3410168:-1
C8H14orf93,ENSCAFG00845002874,ENSCAFP00845004069.1,8:3413663:3437322:-1
PSMB5,ENSCAFG00845002902,ENSCAFP00845004091.1,8:3452138:3457839:-1
PSMB11,ENSCAFG00845002924,ENSCAFP00845004102.1,8:3463080:3463929:1
CDH24,ENSCAFG00845002943,ENSCAFP00845004132.1,8:3467249:3475742:-1
ACIN1,ENSCAFG00845002998,ENSCAFP00845004330.1,8:3478275:3513249:-1
CIROP,ENSCAFG00845003141,ENSCAFP00845004400.1,8:3517026:3522055:-1
CEBPE,ENSCAFG00845003168,ENSCAFP00845004418.1,8:3531185:3532616:-1
SLC7A8,ENSCAFG00845003216,ENSCAFP00845004539.1,8:3538046:3587932:-1
RNF212B,ENSCAFG00845003276,ENSCAFP00845004599.1,8:3617688:3652792:1
HOMEZ,ENSCAFG00845003299,ENSCAFP00845004632.1,8:3653494:3661567:-1
PPP1R3E,ENSCAFG00845003307,ENSCAFP00845004647.1,8:3671246:3672314:-1
PABPN1,ENSCAFG00845003335,ENSCAFP00845004961.1,8:3677215:3693900:1
EFS,ENSCAFG00845003526,ENSCAFP00845004979.1,8:3702409:3708852:-1
EFS,ENSCAFG00845003555,ENSCAFP00845005055.1,8:3712245:3720176:-1
CMTM5,ENSCAFG00845003612,ENSCAFP00845005194.1,8:3725890:3747853:1
MYH7,ENSCAFG00845003780,ENSCAFP00845005684.1,8:3736979:3815024:-1
NGDN,ENSCAFG00845004005,ENSCAFP00845005758.1,8:3815155:3823622:1
ZFHX2,ENSCAFG00845004064,ENSCAFP00845005823.1,8:3861062:3874083:-1
THTPA,ENSCAFG00845004111,ENSCAFP00845005841.1,8:3892316:3898687:1
AP1G2,ENSCAFG00845004130,ENSCAFP00845005857.1,8:3895369:3903092:-1
JPH4,ENSCAFG00845004148,ENSCAFP00845005886.1,8:3903700:3913498:-1
DHRS2,ENSCAFG00845004169,ENSCAFP00845005898.1,8:3946350:3957633:1
DHRS4,ENSCAFG00845004249,ENSCAFP00845006073.1,8:4157178:4169172:1
CARMIL3,ENSCAFG00845004297,ENSCAFP00845006238.1,8:4169880:4187065:1
NRL,ENSCAFG00845004456,ENSCAFP00845006281.1,8:4197289:4199944:-1
PCK2,ENSCAFG00845004487,ENSCAFP00845006358.1,8:4209257:4220128:1
DCAF11,ENSCAFG00845004544,ENSCAFP00845006398.1,8:4226711:4234912:1
FITM1,ENSCAFG00845004562,ENSCAFP00845006412.1,8:4238066:4239333:1
PSME1,ENSCAFG00845004578,ENSCAFP00845006447.1,8:4241347:4244585:1
EMC9,ENSCAFG00845004600,ENSCAFP00845006474.1,8:4244598:4246868:-1
PSME2,ENSCAFG00845004671,ENSCAFP00845006583.1,8:4247824:4251981:-1
RNF31,ENSCAFG00845004714,ENSCAFP00845006685.1,8:4252108:4302591:1
REC8,ENSCAFG00845004751,ENSCAFP00845006720.1,8:4276237:4282280:1
IPO4,ENSCAFG00845005891,ENSCAFP00845008466.1,8:4282325:4291944:-1
TM9SF1,ENSCAFG00845006146,ENSCAFP00845008510.1,8:4292349:4310761:-1
TSSK4,ENSCAFG00845006186,ENSCAFP00845008572.1,8:4303023:4305448:1
CHMP4A,ENSCAFG00845006228,ENSCAFP00845008614.1,8:4306566:4310860:-1
MDP1,ENSCAFG00845006260,ENSCAFP00845008661.1,8:4311238:4312717:-1
NEDD8,ENSCAFG00845006300,ENSCAFP00845008710.1,8:4313387:4323818:-1
GMPR2,ENSCAFG00845006349,ENSCAFP00845008849.1,8:4324116:4331509:1
TINF2,ENSCAFG00845006448,ENSCAFP00845009048.1,8:4328963:4334585:-1
TGM1,ENSCAFG00845006564,ENSCAFP00845009111.1,8:4340390:4352420:-1
RABGGTA,ENSCAFG00845006641,ENSCAFP00845009229.1,8:4355512:4361532:-1
DHRS1,ENSCAFG00845006762,ENSCAFP00845009349.1,8:4373193:4380816:-1
NOP9,ENSCAFG00845006820,ENSCAFP00845009458.1,8:4381047:4386513:1
CIDEB,ENSCAFG00845006871,ENSCAFP00845009536.1,8:4386936:4389334:-1
LTB4R2,ENSCAFG00845006915,ENSCAFP00845009596.1,8:4391670:4392750:1
LTB4R,ENSCAFG00845006939,ENSCAFP00845009783.1,8:4395196:4397891:1
ADCY4,ENSCAFG00845007125,ENSCAFP00845009870.1,8:4399530:4415386:-1
RIPK3,ENSCAFG00845007296,ENSCAFP00845010282.1,8:4416050:4420261:-1
NFATC4,ENSCAFG00845007675,ENSCAFP00845010797.1,8:4448340:4458173:1
NYNRIN,ENSCAFG00845007958,ENSCAFP00845010853.1,8:4480469:4501112:1
CBLN3,ENSCAFG00845008014,ENSCAFP00845010934.1,8:4510311:4513550:-1
KHNYN,ENSCAFG00845008043,ENSCAFP00845010993.1,8:4514474:4523334:1
SDR39U1,ENSCAFG00845008101,ENSCAFP00845011080.1,8:4524597:4527557:-1
CMA1,ENSCAFG00845008224,ENSCAFP00845011240.1,8:4549714:4552661:-1
